url	passage	tokenid	token	lexeme
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.1	pr.1.47	Hesperie	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.1	pr.1.48	aerica	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.1	pr.1.48_0	.	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.2	pr.2.0	Ex	ls.n16519:ex
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.2	pr.2.1	Aethere	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.2	pr.2.2	et	ls.n16278:et
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.2	pr.2.3	Die	ls.n13847:dies
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.2	pr.2.4	Terra	ls.n47897:terra
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.2	pr.2.5	Caelum	ls.n6042:caelum2
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.2	pr.2.6	Mare	ls.n28019:mare
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.2	pr.2.6_0	.	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.3	pr.3.0	Ex	ls.n16519:ex
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.3	pr.3.1	Aethere	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.3	pr.3.2	et	ls.n16278:et
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.3	pr.3.3	Terra	ls.n47897:terra
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.3	pr.3.4	Dolor	ls.n14669:dolor
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.3	pr.3.5	Dolus	ls.n14674:dolus
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.3	pr.3.6	Ira	ls.n24877:ira
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.3	pr.3.7	Luctus	ls.n27122:luctus
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.3	pr.3.8	Mendacium	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.3	pr.3.9	Iusiurandum	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.3	pr.3.11	Intemperantia	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.3	pr.3.12	Altercatio	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.3	pr.3.13	Obliuio	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.3	pr.3.14	Socordia	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.3	pr.3.15	Timor	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.3	pr.3.16	Superbia	ls.n46642:superbia
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.3	pr.3.17	Incestum	ls.n22331:incestus1
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.3	pr.3.18	Pugna	ls.n39465:pugna
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.3	pr.3.18	Pugna	ls.n39477:pugno
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.3	pr.3.19	Oceanus	ls.n32143:Oceanus
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.3	pr.3.20	Themis	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.3	pr.3.21	Tartarus	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.3	pr.3.22	Pontus	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.3	pr.3.22_0	;	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.3	pr.3.23	et	ls.n16278:et
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.3	pr.3.24	Titanes	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.3	pr.3.24_0	,	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.3	pr.3.25	Briareus	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.3	pr.3.26	Gyges	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.3	pr.3.27	Steropes	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.3	pr.3.28	Atlas	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.3	pr.3.29	Hyperion	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.3	pr.3.30	et	ls.n16278:et
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.3	pr.3.31	Polus	ls.n36895:polus1
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.3	pr.3.31_0	,	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.3	pr.3.32	Saturnus	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.3	pr.3.33	Ops	ls.n32834:ops1
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.3	pr.3.34	Moneta	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.3	pr.3.35	Dione	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.3	pr.3.35_0	;	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.3	pr.3.36	Furiae	ls.n19099:furia
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.3	pr.3.37	tres	ls.n48969:tres
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.3	pr.3.37_0	,	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.3	pr.3.38	id	ls.n25029:is
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.3	pr.3.39	est	ls.n46529:sum1
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.3	pr.3.40	Alecto	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.3	pr.3.41	Megaera	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.3	pr.3.42	Tisiphone	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.3	pr.3.42_0	.	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.4	pr.4.0	Ex	ls.n16519:ex
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.4	pr.4.1	Terra	ls.n47897:terra
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.4	pr.4.2	et	ls.n16278:et
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.4	pr.4.3	Tartaro	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.4	pr.4.4	Gigantes	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.4	pr.4.4_0	,	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.4	pr.4.5	Enceladus	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.4	pr.4.6	Coeus	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.4	pr.4.7	elentes	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.4	pr.4.8	mophius	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.4	pr.4.9	Astraeus	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.4	pr.4.10	Pelorus	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.4	pr.4.11	Pallas	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.4	pr.4.12	Emphytus	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.4	pr.4.13	Rhoecus	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.4	pr.4.14	ienios	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.4	pr.4.15	Agrius	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.4	pr.4.16	alemone	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.4	pr.4.17	Ephialtes	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.4	pr.4.18	Eurytus	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.4	pr.4.19	effracorydon	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.4	pr.4.20	Theomises	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.4	pr.4.21	Theodamas	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.4	pr.4.22	Otus	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.4	pr.4.23	Typhon	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.4	pr.4.24	Polyboetes	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.4	pr.4.25	menephriarus	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.4	pr.4.26	abesus	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.4	pr.4.27	colophonus	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.4	pr.4.28	Iapetus	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.4	pr.4.28_0	.	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.5	pr.5.0	Ex	ls.n16519:ex
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.5	pr.5.1	Ponto	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.5	pr.5.2	et	ls.n16278:et
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.5	pr.5.3	Mari	ls.n28019:mare
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.5	pr.5.4	piscium	ls.n36428:piscis
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.5	pr.5.5	genera	ls.n19477:genus1
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.5	pr.5.5_0	.	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.6	pr.6.0	Ex	ls.n16519:ex
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.6	pr.6.1	Oceano	ls.n32143:Oceanus
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.6	pr.6.2	et	ls.n16278:et
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.6	pr.6.3	Tethye	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.6	pr.6.4	Oceanitides	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.6	pr.6.4_0	,	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.6	pr.6.5	hoc	ls.n20640:hic
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.6	pr.6.6	est	ls.n46529:sum1
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.6	pr.6.7	yaea	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.6	pr.6.8	Melite	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.6	pr.6.9	Ianthe	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.6	pr.6.10	Admete	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.6	pr.6.11	Stilbo	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.6	pr.6.12	Pasiphae	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.6	pr.6.13	Polyxo	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.6	pr.6.14	Eurynome	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.6	pr.6.15	Euagoreis	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.6	pr.6.16	Rhodope	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.6	pr.6.17	lyris	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.6	pr.6.18	Clytia	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.6	pr.6.19	teschinoeno	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.6	pr.6.20	clitenneste	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.6	pr.6.21	Metis	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.6	pr.6.22	Menippe	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.6	pr.6.23	Argia	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.6	pr.6.23_0	.	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.6	pr.6.24	eiusdem	ls.n21343:idem
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.6	pr.6.25	seminis	ls.n38283:pretium
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.6	pr.6.26	Flumina	ls.n18442:flumen
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.6	pr.6.26_0	,	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.6	pr.6.27	Strymon	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.6	pr.6.28	Nilus	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.6	pr.6.29	Euphrates	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.6	pr.6.30	Tanais	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.6	pr.6.31	Indus	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.6	pr.6.32	Cephisus	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.6	pr.6.33	Ismenus	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.6	pr.6.34	Axenus	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.6	pr.6.35	Achelous	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.6	pr.6.36	Simois	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.6	pr.6.37	Inachus	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.6	pr.6.38	Alpheus	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.6	pr.6.39	Thermodoon	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.6	pr.6.40	Scamandrus	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.6	pr.6.41	Tigris	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.6	pr.6.42	Maeandrus	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.6	pr.6.43	Orontes	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.6	pr.6.43_0	.	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.7	pr.7.0	Ex	ls.n16519:ex
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.7	pr.7.1	Ponto	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.7	pr.7.2	et	ls.n16278:et
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.7	pr.7.3	Terra	ls.n47897:terra
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.7	pr.7.4	Thaumas	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.7	pr.7.5	tusciuersus	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.7	pr.7.6	cepheus	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.7	pr.7.6_0	.	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.8	pr.8.0	Ex	ls.n16519:ex
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.8	pr.8.1	Nereo	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.8	pr.8.2	et	ls.n16278:et
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.8	pr.8.3	Doride	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.8	pr.8.4	Nereides	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.8	pr.8.5	quinquaginta	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.8	pr.8.5_0	,	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.8	pr.8.6	Glauce	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.8	pr.8.7	Thalia	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.8	pr.8.8	Cymodoce	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.8	pr.8.9	Nesaea	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.8	pr.8.10	Spio	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.8	pr.8.11	Thoe	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.8	pr.8.12	Cymothoea	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.8	pr.8.13	Actaea	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.8	pr.8.14	Limnoria	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.8	pr.8.15	Melite	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.8	pr.8.16	Iaera	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.8	pr.8.17	Amphithoe	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.8	pr.8.18	Agaue	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.8	pr.8.19	Doto	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.8	pr.8.20	Protho	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.8	pr.8.21	Pherusa	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.8	pr.8.22	Dynamene	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.8	pr.8.23	Dexamene	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.8	pr.8.24	Amphinome	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.8	pr.8.25	Callianassa	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.8	pr.8.26	Doris	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.8	pr.8.27	Panope	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.8	pr.8.28	Galathea	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.8	pr.8.29	Nemertes	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.8	pr.8.30	Apseudes	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.8	pr.8.31	Clymene	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.8	pr.8.32	Ianira	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.8	pr.8.33	Panopaea	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.8	pr.8.34	Ianassa	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.8	pr.8.35	Maera	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.8	pr.8.36	Orithyia	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.8	pr.8.37	Amathia	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.8	pr.8.38	Drymo	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.8	pr.8.39	Xantho	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.8	pr.8.40	Ligea	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.8	pr.8.41	Phyllodoce	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.8	pr.8.42	Cydippe	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.8	pr.8.43	Lycorias	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.8	pr.8.44	Cleio	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.8	pr.8.45	Beroe	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.8	pr.8.46	Ephyre	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.8	pr.8.47	Opis	ls.n32834:ops1
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.8	pr.8.48	Asia	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.8	pr.8.49	Deiopea	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.8	pr.8.50	Arethusa	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.8	pr.8.51	Clymene	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.8	pr.8.52	Creneis	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.8	pr.8.53	Eurydice	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.8	pr.8.54	Leucothoe	ls.null
https://lingualatina.github.io/texts/browsable/hyginus/pr/	pr.8	pr.8.54_0	.	ls.null
